date,sensor_number,calls_number,Myotis brandtii,Myotis daubentonii,Myotis nattereri,Nyctalus leisleri,Nyctalus noctula,Pipistrellus nathusii,Pipistrellus pipistrellus,Pipistrellus pygmaeus,Plecotus auritus,Plecotus austriacus
2019-06-09,2,1,0,0,0,0,0,1,0,0,0,0
2019-06-09,4,2147,0,0,0,0,0,143,1947,56,1,0
2019-06-09,5,829,0,0,0,21,0,41,700,67,0,0
2019-06-09,6,114,0,0,0,2,0,39,48,25,0,0
2019-06-09,7,16814,1,17,0,9,2,1125,15552,98,10,0
2019-06-09,9,31,0,0,0,1,0,1,20,9,0,0
2019-06-09,10,26,0,0,0,1,5,3,8,9,0,0
2019-06-09,11,233,0,0,0,3,1,38,176,13,0,2
2019-06-09,12,147,0,0,0,0,0,22,48,76,1,0
2019-06-09,13,3,0,0,0,0,0,1,2,0,0,0
2019-06-09,14,256,0,0,0,0,0,7,227,22,0,0
2019-06-10,1,67,0,0,0,0,0,14,47,3,3,0
2019-06-10,3,19,0,0,0,0,0,10,9,0,0,0
2019-06-10,4,170,0,0,0,0,0,29,141,0,0,0
2019-06-10,5,75,0,0,0,3,0,7,61,4,0,0
2019-06-10,6,21,0,0,0,0,0,4,16,1,0,0
2019-06-10,7,6807,0,3,0,5,0,644,6135,17,3,0
2019-06-10,9,2,0,0,0,2,0,0,0,0,0,0
2019-06-10,10,6,0,0,0,0,0,0,6,0,0,0
2019-06-10,11,78,0,0,0,4,0,9,35,30,0,0
2019-06-10,12,22,0,0,0,3,1,0,18,0,0,0
2019-06-10,13,35,0,0,0,0,0,0,28,7,0,0
2019-06-10,14,246,1,0,0,2,0,7,232,4,0,0
2019-06-11,1,54,0,0,0,0,0,2,52,0,0,0
2019-06-11,2,1,0,0,0,0,0,0,1,0,0,0
2019-06-11,3,1,0,0,0,0,0,0,0,1,0,0
2019-06-11,4,1964,0,0,0,0,0,268,1669,27,0,0
2019-06-11,5,79,0,0,0,0,0,8,70,1,0,0
2019-06-11,6,384,0,0,0,4,0,183,194,3,0,0
2019-06-11,7,5112,1,4,0,1,0,457,4645,2,2,0
2019-06-11,9,8,0,0,0,0,0,0,1,7,0,0
2019-06-11,10,115,0,0,0,1,0,26,81,7,0,0
2019-06-11,11,161,0,0,0,5,1,27,124,4,0,0
2019-06-11,12,108,0,0,0,4,3,17,30,51,3,0
2019-06-11,14,1358,0,0,0,1,0,5,419,933,0,0
2019-06-12,1,99,0,0,0,0,0,9,89,0,1,0
2019-06-12,2,103,0,0,0,73,1,1,28,0,0,0
2019-06-12,3,1,0,0,0,0,0,0,0,1,0,0
2019-06-12,4,199,0,0,0,0,0,2,197,0,0,0
2019-06-12,5,93,0,0,0,4,0,2,80,7,0,0
2019-06-12,6,263,0,0,0,0,0,115,146,2,0,0
2019-06-12,7,13680,0,55,0,5,0,759,12765,77,19,0
2019-06-12,9,7,0,0,0,0,0,0,0,7,0,0
2019-06-12,10,83,0,2,0,2,0,14,65,0,0,0
2019-06-12,11,172,0,0,0,0,0,32,115,25,0,0
2019-06-12,12,94,0,0,0,0,0,13,36,45,0,0
2019-06-12,14,1992,0,0,0,3,1,105,1537,346,0,0
2019-06-13,1,78,0,0,0,0,0,11,67,0,0,0
2019-06-13,2,21,0,0,0,0,0,7,14,0,0,0
2019-06-13,4,4201,0,0,0,0,0,135,4064,2,0,0
2019-06-13,5,810,0,0,0,47,0,100,645,18,0,0
2019-06-13,6,71,0,0,0,3,5,18,27,18,0,0
2019-06-13,7,7662,1,10,0,2,0,211,7389,44,5,0
2019-06-13,9,6,0,0,0,0,0,0,6,0,0,0
2019-06-13,10,5,0,0,0,0,1,1,3,0,0,0
2019-06-13,11,895,0,1,0,5,0,231,658,0,0,0
2019-06-13,12,168,0,0,0,1,0,18,103,46,0,0
2019-06-13,14,424,0,0,0,1,0,3,246,174,0,0
2019-06-14,1,42,0,0,0,0,0,1,40,1,0,0
2019-06-14,3,40,0,0,0,0,0,0,0,40,0,0
2019-06-14,4,4310,1,4,0,0,0,208,3555,539,3,0
2019-06-14,5,432,0,0,0,41,0,45,338,8,0,0
2019-06-14,6,59,0,0,0,2,0,18,28,10,0,1
2019-06-14,7,18645,0,37,0,7,7,973,17401,194,26,0
2019-06-14,9,13,0,0,0,1,0,0,2,10,0,0
2019-06-14,10,131,0,0,0,1,1,6,66,57,0,0
2019-06-14,11,3204,0,0,0,5,1,560,2617,21,0,0
2019-06-14,12,148,0,0,0,0,0,10,102,36,0,0
2019-06-14,14,1837,0,0,0,3,0,74,1439,321,0,0
2019-06-15,1,111,0,1,0,4,1,24,38,33,10,0
2019-06-15,2,13,0,0,0,0,0,1,12,0,0,0
2019-06-15,3,17,0,0,0,3,2,7,2,3,0,0
2019-06-15,4,6243,1,1,0,0,0,743,5496,2,0,0
2019-06-15,5,659,0,0,0,37,4,58,525,35,0,0
2019-06-15,6,53,1,0,0,7,1,13,20,11,0,0
2019-06-15,7,19230,0,21,0,7,2,991,18011,166,32,0
2019-06-15,9,13,0,0,0,0,0,1,11,1,0,0
2019-06-15,10,68,0,1,0,0,0,0,36,30,1,0
2019-06-15,11,1966,0,0,0,10,2,315,1625,13,1,0
2019-06-15,12,214,0,0,0,1,0,21,142,50,0,0
2019-06-15,13,3,0,0,0,0,0,0,3,0,0,0
2019-06-15,14,2404,0,0,0,0,0,65,2211,128,0,0
2019-06-16,1,74,0,0,0,0,0,1,64,8,1,0
2019-06-16,3,20,0,0,0,0,0,1,2,16,1,0
2019-06-16,4,2881,0,0,0,0,0,70,2811,0,0,0
2019-06-16,5,597,1,0,0,58,0,90,430,18,0,0
2019-06-16,6,30,0,0,0,2,0,8,13,7,0,0
2019-06-16,7,17934,0,12,0,7,1,837,16941,111,25,0
2019-06-16,9,20,0,0,0,0,0,3,17,0,0,0
2019-06-16,10,146,0,0,0,3,0,1,76,66,0,0
2019-06-16,11,3075,0,0,0,16,12,552,2428,47,2,18
2019-06-16,12,138,0,0,0,5,0,19,73,40,0,1
2019-06-16,13,1,0,0,0,0,0,0,0,0,1,0
2019-06-16,14,2861,0,0,0,0,0,88,2534,239,0,0
2019-06-17,1,87,0,0,0,0,0,19,49,18,1,0
2019-06-17,3,21,0,0,0,1,0,6,1,12,1,0
2019-06-17,4,1781,1,1,0,0,0,51,1728,0,0,0
2019-06-17,5,1140,1,0,0,53,0,114,929,43,0,0
2019-06-17,6,45,0,0,0,6,3,16,15,5,0,0
2019-06-17,7,19180,0,22,0,3,4,1314,17701,132,4,0
2019-06-17,9,27,0,0,0,13,0,1,8,5,0,0
2019-06-17,10,127,0,0,0,0,0,6,45,75,1,0
2019-06-17,11,2814,0,0,0,20,12,591,2135,43,1,12
2019-06-17,12,216,1,0,0,4,0,25,129,57,0,0
2019-06-17,13,26,0,0,0,0,0,3,12,2,9,0
2019-06-17,14,2240,0,0,0,6,0,69,1801,363,1,0
2019-06-18,1,174,0,0,0,1,0,1,164,8,0,0
2019-06-18,3,49,0,0,0,1,1,7,12,25,3,0
2019-06-18,4,588,0,0,0,0,0,19,569,0,0,0
2019-06-18,5,757,1,0,0,12,0,63,645,36,0,0
2019-06-18,6,280,0,0,0,6,0,106,160,8,0,0
2019-06-18,7,14255,1,19,0,7,2,878,13156,177,15,0
2019-06-18,9,39,0,0,0,8,14,0,4,13,0,0
2019-06-18,10,63,0,0,0,2,0,1,29,30,1,0
2019-06-18,11,221,0,0,0,5,14,77,109,16,0,0
2019-06-18,12,556,0,0,0,3,0,61,299,193,0,0
2019-06-18,13,32,0,0,0,0,0,0,29,3,0,0
2019-06-18,14,1910,0,0,0,3,2,58,1758,89,0,0
2019-06-19,1,144,0,0,0,0,0,16,116,9,3,0
2019-06-19,2,1,0,0,0,0,0,0,1,0,0,0
2019-06-19,3,18,0,0,0,1,0,4,12,1,0,0
2019-06-19,4,538,0,0,0,0,5,14,519,0,0,0
2019-06-19,5,573,0,0,0,25,0,55,469,24,0,0
2019-06-19,6,91,0,0,0,1,2,19,53,16,0,0
2019-06-19,7,14464,0,6,0,2,0,796,13628,29,3,0
2019-06-19,9,18,0,0,0,0,0,1,16,1,0,0
2019-06-19,10,41,0,0,0,0,1,9,23,7,1,0
2019-06-19,11,336,0,0,0,19,12,87,165,49,4,0
2019-06-19,12,383,0,0,0,3,2,48,265,65,0,0
2019-06-19,13,34,0,0,0,0,0,0,34,0,0,0
2019-06-19,14,1751,0,0,0,1,0,98,1543,109,0,0
2019-06-20,1,71,0,0,0,1,0,1,61,8,0,0
2019-06-20,2,12,0,0,0,0,0,1,11,0,0,0
2019-06-20,4,3295,2,0,0,0,0,62,3231,0,0,0
2019-06-20,5,1101,1,0,0,32,0,68,989,11,0,0
2019-06-20,6,155,0,0,0,10,2,40,90,13,0,0
2019-06-20,7,18421,0,11,0,2,2,939,17391,67,9,0
2019-06-20,9,5,0,0,0,0,0,0,4,1,0,0
2019-06-20,10,109,0,0,0,0,0,12,88,7,2,0
2019-06-20,11,162,0,0,0,5,0,30,100,27,0,0
2019-06-20,12,359,0,0,0,6,0,29,221,101,2,0
2019-06-20,13,6,0,0,0,0,0,0,6,0,0,0
2019-06-20,14,3252,0,0,0,1,0,400,2491,360,0,0
2019-06-21,1,172,0,0,0,0,0,5,166,0,1,0
2019-06-21,2,8,0,0,0,0,0,2,6,0,0,0
2019-06-21,3,1,0,0,0,0,0,0,0,1,0,0
2019-06-21,4,19,0,0,0,0,0,0,19,0,0,0
2019-06-21,5,433,0,0,0,35,0,42,336,19,1,0
2019-06-21,6,124,0,0,0,13,5,19,48,39,0,0
2019-06-21,7,11424,0,15,0,2,0,479,10869,44,15,0
2019-06-21,9,32,0,0,0,0,0,1,17,14,0,0
2019-06-21,10,100,0,0,0,0,0,3,90,7,0,0
2019-06-21,11,313,0,0,0,6,0,104,154,43,6,0
2019-06-21,12,226,0,0,0,5,1,23,102,93,2,0
2019-06-21,13,39,0,0,0,0,0,1,28,10,0,0
2019-06-22,1,51,0,0,0,2,0,2,45,1,1,0
2019-06-22,2,2,0,0,0,0,0,2,0,0,0,0
2019-06-22,4,234,0,0,0,0,0,0,231,2,1,0
2019-06-22,5,185,0,0,0,3,0,14,153,15,0,0
2019-06-22,6,161,0,0,0,9,1,31,98,22,0,0
2019-06-22,7,12422,0,15,0,2,0,512,11716,149,28,0
2019-06-22,9,29,0,0,0,0,0,3,5,21,0,0
2019-06-22,10,124,0,2,0,0,0,11,41,64,6,0
2019-06-22,11,481,0,0,0,9,17,80,326,47,2,0
2019-06-22,12,112,0,0,0,5,0,4,67,36,0,0
2019-06-22,13,53,0,0,0,0,0,0,31,22,0,0
2019-06-23,1,65,0,0,0,1,0,3,61,0,0,0
2019-06-23,2,33,0,0,0,0,0,12,20,1,0,0
2019-06-23,3,45,0,0,0,13,3,3,26,0,0,0
2019-06-23,4,248,0,0,0,4,0,8,227,9,0,0
2019-06-23,5,150,0,0,0,11,0,19,117,3,0,0
2019-06-23,6,93,0,0,0,4,0,31,42,16,0,0
2019-06-23,7,8020,0,3,0,0,0,426,7510,71,9,1
2019-06-23,9,42,0,0,0,0,0,7,32,3,0,0
2019-06-23,10,236,0,1,0,1,2,7,79,142,3,1
2019-06-23,11,299,0,0,0,9,13,72,175,30,0,0
2019-06-23,12,99,0,0,0,2,1,6,19,71,0,0
2019-06-23,13,107,0,0,0,0,0,0,107,0,0,0
2019-06-24,1,50,0,0,0,0,0,1,46,3,0,0
2019-06-24,2,2,0,0,0,0,0,1,0,1,0,0
2019-06-24,3,1,0,0,0,1,0,0,0,0,0,0
2019-06-24,4,394,0,1,0,0,0,27,364,2,0,0
2019-06-24,5,1044,0,0,0,11,0,33,932,68,0,0
2019-06-24,6,43,0,0,0,3,0,19,20,1,0,0
2019-06-24,7,10236,0,12,0,5,0,476,9701,38,4,0
2019-06-24,9,133,0,0,0,0,0,0,116,17,0,0
2019-06-24,10,114,0,0,0,13,0,6,59,36,0,0
2019-06-24,11,782,2,0,0,10,5,135,572,56,2,0
2019-06-24,12,555,0,0,0,6,4,48,429,68,0,0
2019-06-24,13,200,0,0,0,0,2,7,191,0,0,0
2019-06-25,1,75,0,0,0,0,1,2,72,0,0,0
2019-06-25,2,18,0,0,0,0,0,6,12,0,0,0
2019-06-25,3,3,0,0,0,2,0,0,1,0,0,0
2019-06-25,4,165,0,0,0,0,0,2,163,0,0,0
2019-06-25,5,922,0,0,0,11,0,22,806,83,0,0
2019-06-25,6,91,0,0,0,6,2,34,30,19,0,0
2019-06-25,7,5282,0,1,0,10,0,277,4967,22,4,1
2019-06-25,9,45,0,0,0,2,0,0,20,23,0,0
2019-06-25,10,341,0,0,0,1,0,2,259,79,0,0
2019-06-25,11,186,0,0,0,26,8,47,65,39,1,0
2019-06-25,12,55,0,0,0,0,1,9,27,17,1,0
2019-06-26,1,29,0,0,0,0,0,13,11,3,2,0
2019-06-26,3,1,0,0,0,1,0,0,0,0,0,0
2019-06-26,4,20,0,0,0,0,0,0,13,7,0,0
2019-06-26,5,13,0,0,0,3,0,1,9,0,0,0
2019-06-26,6,57,0,0,0,6,1,12,22,16,0,0
2019-06-26,7,3471,1,6,0,0,0,328,3134,1,1,0
2019-06-26,9,11,0,0,0,3,0,0,0,8,0,0
2019-06-26,10,58,0,3,0,0,1,0,20,34,0,0
2019-06-26,11,25,1,0,0,4,0,8,10,2,0,0
2019-06-26,12,65,1,0,0,0,0,5,37,22,0,0
2019-06-27,1,1,0,0,0,1,0,0,0,0,0,0
2019-06-27,2,6,0,0,0,0,0,2,4,0,0,0
2019-06-27,3,3,0,0,0,0,0,0,3,0,0,0
2019-06-27,4,16,0,0,0,0,0,0,16,0,0,0
2019-06-27,5,20,0,0,0,7,0,1,12,0,0,0
2019-06-27,6,69,1,0,0,11,0,22,16,19,0,0
2019-06-27,7,3415,0,1,0,0,0,163,3249,0,2,0
2019-06-27,9,6,0,0,0,0,0,0,4,2,0,0
2019-06-27,10,43,0,0,0,2,0,2,9,30,0,0
2019-06-27,11,67,0,0,0,9,0,28,22,8,0,0
2019-06-27,12,35,0,0,0,1,0,2,2,30,0,0
2019-06-27,13,65,0,0,0,0,0,27,28,5,5,0
2019-06-28,1,19,0,0,0,0,0,4,15,0,0,0
2019-06-28,2,11,0,0,0,0,0,0,11,0,0,0
2019-06-28,3,2,0,0,0,2,0,0,0,0,0,0
2019-06-28,4,368,0,0,0,2,2,1,363,0,0,0
2019-06-28,5,20,0,0,0,5,0,8,7,0,0,0
2019-06-28,6,68,0,0,0,5,3,20,17,23,0,0
2019-06-28,7,10449,0,14,0,1,1,703,9714,9,6,1
2019-06-28,9,15,0,0,0,0,0,0,8,7,0,0
2019-06-28,10,87,0,0,0,2,4,7,44,29,1,0
2019-06-28,11,141,0,0,0,5,1,47,85,3,0,0
2019-06-28,12,105,0,0,0,0,1,13,72,19,0,0
2019-06-28,13,84,0,0,0,0,0,6,78,0,0,0
2019-06-29,1,136,0,0,0,0,0,30,100,5,1,0
2019-06-29,2,44,0,0,0,0,1,1,42,0,0,0
2019-06-29,3,24,0,0,0,0,0,0,24,0,0,0
2019-06-29,4,1462,1,0,0,0,0,46,1415,0,0,0
2019-06-29,5,127,0,0,0,5,0,6,105,11,0,0
2019-06-29,6,112,0,0,0,22,0,24,64,2,0,0
2019-06-29,7,6025,0,2,0,2,0,146,5870,5,0,0
2019-06-29,9,29,0,0,0,0,0,0,1,28,0,0
2019-06-29,10,162,0,1,0,0,0,4,55,96,6,0
2019-06-29,11,197,1,0,0,13,8,43,130,2,0,0
2019-06-29,12,135,0,0,0,13,5,2,93,19,2,1
2019-06-29,13,16,0,0,0,0,0,1,15,0,0,0
2019-06-30,1,27,0,0,0,0,0,1,26,0,0,0
2019-06-30,2,1,0,0,0,0,1,0,0,0,0,0
2019-06-30,3,1,0,0,0,1,0,0,0,0,0,0
2019-06-30,4,1448,0,0,0,2,0,109,1337,0,0,0
2019-06-30,5,579,0,0,0,13,0,33,514,19,0,0
2019-06-30,6,61,0,0,0,7,0,16,29,9,0,0
2019-06-30,7,9464,0,9,0,2,0,667,8765,21,0,0
2019-06-30,9,5,0,0,0,0,0,1,2,2,0,0
2019-06-30,10,364,0,2,0,0,0,3,262,95,2,0
2019-06-30,11,133,0,0,0,15,1,31,80,6,0,0
2019-06-30,12,83,0,0,0,0,0,5,63,15,0,0
2019-06-30,13,1,0,0,0,0,0,0,1,0,0,0
2019-07-01,3,9,0,0,0,1,0,0,8,0,0,0
2019-07-01,4,2,0,0,0,0,2,0,0,0,0,0
2019-07-01,5,704,0,0,0,16,2,28,640,18,0,0
2019-07-01,6,43,0,0,0,3,0,15,13,12,0,0
2019-07-01,7,9736,0,2,0,1,1,737,8947,45,3,0
2019-07-01,10,165,0,2,0,6,0,1,92,61,3,0
2019-07-01,11,49,0,0,0,2,0,27,16,4,0,0
2019-07-01,12,53,0,0,0,2,0,7,22,22,0,0
2019-07-02,2,2,0,0,0,0,0,0,2,0,0,0
2019-07-02,3,14,0,0,0,0,0,0,14,0,0,0
2019-07-02,4,394,1,2,0,0,0,25,361,5,0,0
2019-07-02,5,780,0,0,0,17,0,20,674,69,0,0
2019-07-02,6,1634,0,0,0,11,3,711,899,9,1,0
2019-07-02,7,12578,0,23,0,2,0,578,11855,115,5,0
2019-07-02,9,32,0,0,0,0,0,2,30,0,0,0
2019-07-02,10,167,0,0,0,2,0,8,50,97,10,0
2019-07-02,11,141,0,0,0,7,2,30,87,14,1,0
2019-07-02,12,60,0,0,0,1,0,4,38,15,2,0
2019-07-02,13,26,0,0,0,0,0,0,6,20,0,0
2019-07-03,2,5,0,0,0,0,0,2,3,0,0,0
2019-07-03,3,10,0,0,0,0,0,1,0,9,0,0
2019-07-03,4,173,0,0,0,0,0,9,164,0,0,0
2019-07-03,5,352,0,0,0,4,0,12,290,46,0,0
2019-07-03,6,517,0,0,0,12,1,224,277,3,0,0
2019-07-03,7,10237,0,8,0,1,0,347,9807,65,9,0
2019-07-03,9,61,0,0,0,0,0,5,35,20,1,0
2019-07-03,10,264,0,3,0,7,1,14,29,206,3,1
2019-07-03,11,90,0,0,0,11,0,19,57,2,1,0
2019-07-03,12,60,0,0,0,2,3,5,21,28,1,0
2019-07-03,13,33,0,0,0,0,3,1,27,2,0,0
2019-07-04,2,8,0,0,0,7,0,0,1,0,0,0
2019-07-04,3,9,0,0,0,0,0,0,0,9,0,0
2019-07-04,4,47,0,0,0,0,0,2,45,0,0,0
2019-07-04,5,387,0,0,0,4,0,16,333,34,0,0
2019-07-04,6,123,1,0,1,10,2,38,53,18,0,0
2019-07-04,7,10071,0,22,0,4,0,277,9621,138,9,0
2019-07-04,9,14,0,0,0,0,0,0,6,8,0,0
2019-07-04,10,280,0,0,0,4,1,4,44,218,9,0
2019-07-04,11,188,0,0,0,11,2,33,112,27,3,0
2019-07-04,12,123,0,0,0,6,14,3,85,15,0,0
2019-07-04,13,7,0,0,0,0,0,0,3,3,1,0
2019-07-05,2,64,0,0,0,6,3,3,52,0,0,0
2019-07-05,3,61,0,0,0,11,0,0,50,0,0,0
2019-07-05,4,603,0,0,0,0,1,24,578,0,0,0
2019-07-05,5,599,0,0,0,16,0,31,515,36,1,0
2019-07-05,6,82,0,0,0,11,0,39,30,2,0,0
2019-07-05,7,5272,0,8,0,47,2,264,4920,29,2,0
2019-07-05,9,1,0,0,0,1,0,0,0,0,0,0
2019-07-05,10,311,1,0,0,18,18,5,55,200,14,0
2019-07-05,11,105,0,0,0,1,8,12,65,19,0,0
2019-07-05,12,165,0,0,0,13,2,3,106,40,1,0
2019-07-05,13,12,0,0,0,0,0,0,6,6,0,0
2019-07-06,2,25,0,0,0,2,5,7,11,0,0,0
2019-07-06,3,9,0,0,0,9,0,0,0,0,0,0
2019-07-06,4,74,0,0,0,0,9,2,63,0,0,0
2019-07-06,5,214,0,0,0,10,0,20,171,13,0,0
2019-07-06,6,204,0,0,0,9,5,102,67,21,0,0
2019-07-06,7,8340,0,8,0,5,11,629,7662,23,0,2
2019-07-06,10,670,0,0,0,14,3,9,19,613,12,0
2019-07-06,11,86,0,0,0,12,10,28,25,11,0,0
2019-07-06,12,38,0,0,0,1,0,7,12,18,0,0
2019-07-06,13,38,0,0,0,0,0,0,38,0,0,0
2019-07-07,3,25,0,0,0,0,1,1,23,0,0,0
2019-07-07,4,1,0,0,0,0,0,0,0,1,0,0
2019-07-07,5,316,0,0,0,11,0,14,277,14,0,0
2019-07-07,6,34,0,0,0,5,1,13,13,2,0,0
2019-07-07,7,8180,0,8,0,1,0,287,7836,39,9,0
2019-07-07,10,58,0,0,0,0,0,2,7,48,1,0
2019-07-07,11,131,0,0,0,4,2,9,51,64,1,0
2019-07-07,12,48,0,0,0,2,0,1,22,23,0,0
2019-07-07,13,29,0,0,0,0,0,0,12,14,3,0
2019-07-08,2,4,0,0,0,0,1,0,3,0,0,0
2019-07-08,3,248,0,0,0,0,0,8,238,2,0,0
2019-07-08,4,1169,0,0,0,0,0,45,1124,0,0,0
2019-07-08,5,49,0,0,0,5,0,7,36,1,0,0
2019-07-08,6,95,1,0,0,8,0,44,40,2,0,0
2019-07-08,7,11277,0,9,0,2,1,564,10689,10,2,0
2019-07-08,10,540,0,3,0,5,2,15,46,457,12,0
2019-07-08,11,369,0,0,0,9,11,32,278,36,3,0
2019-07-08,12,35,0,0,0,0,0,9,21,5,0,0
2019-07-08,13,11,0,0,0,0,0,0,0,11,0,0
2019-07-09,3,66,0,0,0,1,0,3,58,3,1,0
2019-07-09,4,6,0,0,0,0,0,1,3,0,2,0
2019-07-09,5,76,0,0,0,3,0,14,59,0,0,0
2019-07-09,6,335,0,0,0,12,3,89,223,7,1,0
2019-07-09,7,8964,0,8,0,0,0,290,8657,9,0,0
2019-07-09,9,9,0,0,0,0,0,0,9,0,0,0
2019-07-09,10,305,0,0,0,8,3,1,29,259,5,0
2019-07-09,11,680,0,0,0,9,3,38,553,75,1,1
2019-07-09,12,24,0,0,0,0,0,3,16,3,2,0
2019-07-09,13,15,0,0,0,0,0,0,7,1,7,0
2019-07-10,3,25,0,0,0,3,1,0,21,0,0,0
2019-07-10,5,329,0,0,0,26,1,65,227,10,0,0
2019-07-10,6,92,0,0,0,17,3,36,22,14,0,0
2019-07-10,7,10330,1,3,0,3,4,568,9685,62,4,0
2019-07-10,9,14,0,0,0,0,0,0,14,0,0,0
2019-07-10,10,293,0,1,0,1,3,7,26,244,11,0
2019-07-10,11,151,0,0,0,3,0,16,91,37,4,0
2019-07-10,12,105,0,0,0,0,0,8,84,12,1,0
2019-07-10,13,20,0,0,0,0,0,0,19,1,0,0
2019-07-11,2,2,0,0,0,0,0,0,2,0,0,0
2019-07-11,3,10,0,0,0,2,0,0,8,0,0,0
2019-07-11,4,5,0,0,0,0,0,0,5,0,0,0
2019-07-11,5,153,0,0,0,12,0,35,105,1,0,0
2019-07-11,6,146,0,0,0,10,3,56,41,36,0,0
2019-07-11,7,11996,0,15,0,13,1,484,11427,52,4,0
2019-07-11,9,1,0,0,0,0,0,0,1,0,0,0
2019-07-11,10,734,0,2,0,11,4,4,99,610,4,0
2019-07-11,11,60,0,0,0,6,0,16,27,11,0,0
2019-07-11,12,135,0,0,0,17,5,6,56,51,0,0
2019-07-11,13,43,0,0,0,0,0,0,43,0,0,0
2019-07-12,2,8,0,0,0,5,0,2,1,0,0,0
2019-07-12,3,22,0,0,0,0,0,2,20,0,0,0
2019-07-12,4,10,0,0,0,0,0,0,10,0,0,0
2019-07-12,5,97,0,0,0,12,0,28,53,4,0,0
2019-07-12,6,49,0,0,0,8,5,22,4,10,0,0
2019-07-12,7,6866,0,3,0,0,0,468,6381,13,1,0
2019-07-12,9,12,0,0,0,0,0,0,0,12,0,0
2019-07-12,10,776,0,0,0,11,3,13,122,620,4,3
2019-07-12,11,174,0,0,0,14,2,30,125,3,0,0
2019-07-12,12,75,0,0,0,0,0,5,55,14,1,0
2019-07-12,13,10,0,0,0,0,0,0,10,0,0,0
2019-07-13,2,1,0,0,0,0,0,0,1,0,0,0
2019-07-13,3,2,0,0,0,2,0,0,0,0,0,0
2019-07-13,4,23,0,0,0,1,1,3,17,0,1,0
2019-07-13,5,24,0,0,0,3,0,3,18,0,0,0
2019-07-13,6,23,0,0,0,2,2,4,6,9,0,0
2019-07-13,7,5637,0,2,0,3,0,268,5271,92,1,0
2019-07-13,9,22,0,0,0,2,5,7,6,2,0,0
2019-07-13,10,565,0,0,0,9,1,5,5,538,7,0
2019-07-13,11,140,0,0,0,8,3,18,87,24,0,0
2019-07-13,12,56,0,0,0,11,3,2,35,5,0,0
2019-07-13,13,24,0,0,0,0,0,0,14,10,0,0
2019-07-14,2,2,0,0,0,1,1,0,0,0,0,0
2019-07-14,3,7,0,0,0,7,0,0,0,0,0,0
2019-07-14,4,36,0,0,0,0,0,7,29,0,0,0
2019-07-14,5,172,0,0,0,5,0,12,113,42,0,0
2019-07-14,6,87,0,0,0,5,1,14,47,19,1,0
2019-07-14,7,11494,0,17,0,3,0,493,10915,61,5,0
2019-07-14,9,68,0,0,0,0,0,3,61,4,0,0
2019-07-14,10,184,0,0,0,3,0,2,2,177,0,0
2019-07-14,11,194,0,0,0,19,0,44,126,5,0,0
2019-07-14,12,36,0,0,0,0,0,3,8,25,0,0
2019-07-14,13,5,0,0,0,0,0,0,5,0,0,0
2019-07-15,2,67,0,0,0,0,0,6,61,0,0,0
2019-07-15,3,29,0,0,0,0,0,6,22,1,0,0
2019-07-15,4,3,0,0,0,0,0,1,2,0,0,0
2019-07-15,5,73,0,0,0,6,0,5,56,6,0,0
2019-07-15,6,50,0,0,0,6,0,21,15,8,0,0
2019-07-15,7,7885,0,7,0,5,0,289,7525,55,4,0
2019-07-15,9,7,0,0,0,0,2,0,1,4,0,0
2019-07-15,10,89,0,0,0,2,0,2,46,39,0,0
2019-07-15,11,272,0,0,0,3,3,77,175,14,0,0
2019-07-15,12,70,0,0,0,1,0,10,48,11,0,0
2019-07-15,13,17,0,0,0,0,0,0,16,1,0,0
2019-07-16,2,28,0,0,0,0,0,0,28,0,0,0
2019-07-16,3,36,0,0,0,1,0,7,28,0,0,0
2019-07-16,5,522,0,0,0,25,0,32,312,153,0,0
2019-07-16,6,34,0,0,0,10,1,11,7,5,0,0
2019-07-16,7,14585,0,10,0,7,2,410,14113,36,7,0
2019-07-16,9,72,0,1,0,0,0,5,28,37,1,0
2019-07-16,10,574,0,1,0,18,2,11,200,337,5,0
2019-07-16,11,168,0,0,0,6,0,35,85,40,2,0
2019-07-16,12,184,0,1,0,1,0,21,135,24,2,0
2019-07-16,13,32,0,0,0,0,0,0,32,0,0,0
2019-07-17,2,13,0,0,0,0,0,1,12,0,0,0
2019-07-17,3,12,0,0,0,0,0,0,12,0,0,0
2019-07-17,5,506,0,0,0,18,0,43,322,123,0,0
2019-07-17,6,58,1,0,0,5,2,13,25,12,0,0
2019-07-17,7,8914,0,5,0,7,0,345,8520,36,1,0
2019-07-17,9,28,0,0,0,0,0,2,23,2,1,0
2019-07-17,10,776,0,0,0,19,2,4,226,523,1,1
2019-07-17,11,83,0,0,0,4,0,23,55,1,0,0
2019-07-17,12,182,0,0,0,0,4,14,50,111,3,0
2019-07-17,13,1,0,0,0,0,0,0,1,0,0,0
2019-07-18,2,4,0,0,0,0,0,3,1,0,0,0
2019-07-18,3,47,0,0,0,0,0,3,43,1,0,0
2019-07-18,5,341,0,0,0,26,0,45,211,59,0,0
2019-07-18,6,41,0,0,0,4,0,12,8,17,0,0
2019-07-18,7,13186,0,8,0,0,3,741,12398,34,1,1
2019-07-18,9,32,0,0,0,0,0,0,23,9,0,0
2019-07-18,10,187,0,0,0,5,0,1,48,132,1,0
2019-07-18,11,57,0,0,0,6,0,10,35,6,0,0
2019-07-18,12,48,0,0,0,2,0,2,11,33,0,0
